# VERSION=1.0
# NAME=Protein levels for normal Liver
# DESCRIPTION= data from the Human Protein Atlas - "Normal tissue data". Protein levels are categorized in "High", "Medium", "Low", or "Not detected". It was included all levels of confidence. Color was categorized as -1 (dark red) for "High", -0.66 (medium red) for "Medium", -0.33 (light red) for "Low", and 0 (white) for "Not detected". Only hepatocytes annotated genes were used. 13453 genes included. 22/06/2022.
# CONTACT= ONTOX UL team. lc.ladeira@uliege.be
# REFERENCE= Karlsson, Max, Cheng Zhang, Loren Méar, Wen Zhong, Andreas Digre, Borbala Katona, Evelina Sjöstedt, et al. 2021. “A Single–Cell Type Transcriptomics Map of Human Tissues.” Science Advances 7 (31): 1–10. https://doi.org/10.1126/sciadv.abh2169.
name	value	
PSMB9	-0.33
PRAF2	-0.33
RBM12	-0.33
HBB	-0.33
GJA5	-0.33
DHRS11	-0.33
MRPL45	-0.33
MAD1L1	-0.33
CDC27	-0.33
PDK2	-0.33
ZFX	-0.33
CSDE1	-0.33
PTBP1	-0.33
ERCC1	-0.33
POLA2	-0.33
YAF2	-0.33
ATP2C1	-0.33
AGPS	-0.33
SEC63	-0.33
KPNA6	-0.33
RABEP1	-0.33
ZCCHC8	-0.33
CUL3	-0.33
EDC4	-0.33
TRIO	-0.33
PNKP	-0.33
MRPS10	-0.33
POLD1	-0.33
YBX1	-0.33
ARFGEF1	-0.33
KLF6	-0.33
TP53BP1	-0.33
ACSL4	-0.33
POLR1A	-0.33
VPS35	-0.33
JMJD6	-0.33
EED	-0.33
NCBP3	-0.33
DLG1	-0.33
BCAP29	-0.33
KIFAP3	-0.33
RBM7	-0.33
MLH1	-0.33
MAP2K7	-0.33
UBE2K	-0.33
GNB1	-0.33
CBFA2T2	-0.33
DNM2	-0.33
UBA5	-0.33
CCNT2	-0.33
KAT6A	-0.33
REST	-0.33
NCOA1	-0.33
CAD	-0.33
AK6	-0.33
PREP	-0.33
CTTN	-0.33
MRPL28	-0.33
RBM22	-0.33
ATXN7L3	-0.33
RTRAF	-0.33
COQ9	-0.33
RCOR1	-0.33
TFAP4	-0.33
PABPC4	-0.33
TXNL1	-0.33
HDAC6	-0.33
WASHC2A	-0.33
IGFALS	-0.33
POLR2E	-0.33
MKNK2	-0.33
SMARCB1	-0.33
SNRPD3	-0.33
GGT1	-0.33
POLR2F	-0.33
EP300	-0.33
AHSA1	-0.33
YY1	-0.33
ACIN1	-0.33
TRIP11	-0.33
PNN	-0.33
IDH3B	-0.33
CSTF2	-0.33
POLA1	-0.33
NKAP	-0.33
KCND1	-0.33
EMD	-0.33
CTCF	-0.33
HMOX2	-0.33
GABPB1	-0.33
BRF2	-0.33
PLAT	-0.33
H2AZ2	-0.33
SSBP1	-0.33
WASL	-0.33
AIMP2	-0.33
BAG1	-0.33
XPNPEP1	-0.33
TFAM	-0.33
CDK5RAP3	-0.33
CBX1	-0.33
SLC6A4	-0.33
UTP6	-0.33
DDX5	-0.33
NAGLU	-0.33
EFTUD2	-0.33
STIM2	-0.33
CAPRIN2	-0.33
LTA4H	-0.33
NOP2	-0.33
CHD4	-0.33
KHDRBS2	-0.33
SRF	-0.33
NUDT12	-0.33
BRD8	-0.33
HMGCR	-0.33
CLINT1	-0.33
IL12B	-0.33
MACROH2A1	-0.33
TCERG1	-0.33
KAT2B	-0.33
GNB4	-0.33
GORASP1	-0.33
FOXP1	-0.33
MOB1A	-0.33
CHMP3	-0.33
HPCAL1	-0.33
BCAS2	-0.33
SRSF11	-0.33
MRPS15	-0.33
NT5C1A	-0.33
SSX2IP	-0.33
OSBPL9	-0.33
POLR1G	-0.33
CREB1	-0.33
UBN1	-0.33
RBM25	-0.33
GTF3A	-0.33
ANXA11	-0.33
ZMIZ2	-0.33
CBX3	-0.33
RECK	-0.33
VPS26A	-0.33
RBM19	-0.33
RAB9A	-0.33
TTC21B	-0.33
ARFGEF2	-0.33
MTRR	-0.33
CDKN1A	-0.33
DOK4	-0.33
GTF2F1	-0.33
NAPB	-0.33
ZNF133	-0.33
SNRPB2	-0.33
HNRNPR	-0.33
NECAB3	-0.33
RBM42	-0.33
BECN1	-0.33
TRMT5	-0.33
HNRNPH2	-0.33
AKAP9	-0.33
CALU	-0.33
MBD4	-0.33
CCNT1	-0.33
SAT1	-0.33
GNL3L	-0.33
TRIM28	-0.33
ZC3H4	-0.33
IMMT	-0.33
PTPRE	-0.33
PRKAA1	-0.33
RPA1	-0.33
TOE1	-0.33
CEP20	-0.33
GGT2	-0.33
EIF2S1	-0.33
CDC73	-0.33
CLOCK	-0.33
ERCC5	-0.33
LCA5	-0.33
CD63	-0.33
CCDC102A	-0.33
NMT1	-0.33
CDK9	-0.33
ATP6V1G1	-0.33
XPA	-0.33
TLN1	-0.33
TJAP1	-0.33
RIPK1	-0.33
CCDC90B	-0.33
TGS1	-0.33
MMP13	-0.33
MAP2K5	-0.33
RTF1	-0.33
GTF2B	-0.33
PNPT1	-0.33
KIF20B	-0.33
HERC5	-0.33
HNRNPD	-0.33
USO1	-0.33
LUM	-0.33
TDG	-0.33
JDP2	-0.33
MBTPS1	-0.33
SS18	-0.33
RPRD1A	-0.33
PELP1	-0.33
AKT1	-0.33
ZNF787	-0.33
XPR1	-0.33
ARNT	-0.33
NVL	-0.33
EAF1	-0.33
UBA3	-0.33
TRPC1	-0.33
GC	-0.33
YIPF5	-0.33
WTAP	-0.33
HDAC8	-0.33
ZNF41	-0.33
PLIN2	-0.33
LRSAM1	-0.33
GPR107	-0.33
ADD3	-0.33
CELF1	-0.33
ATM	-0.33
DLAT	-0.33
EIF4E	-0.33
VTI1A	-0.33
INPP1	-0.33
SAR1B	-0.33
GTF2E1	-0.33
MIA3	-0.33
NIFK	-0.33
RNF20	-0.33
RRAGA	-0.33
VPS37A	-0.33
HK1	-0.33
KAT6B	-0.33
EMSY	-0.33
USF1	-0.33
DFFA	-0.33
TRAPPC10	-0.33
SHC1	-0.33
NLRX1	-0.33
SQSTM1	-0.33
LEMD2	-0.33
TPCN2	-0.33
ZNF326	-0.33
IWS1	-0.33
PYGO2	-0.33
ZNF148	-0.33
AIMP1	-0.33
RAD21	-0.33
PHAX	-0.33
PKNOX2	-0.33
NSD1	-0.33
CPSF2	-0.33
NOLC1	-0.33
ZNF3	-0.33
CIAO2B	-0.33
COG1	-0.33
TERF2IP	-0.33
MARS1	-0.33
TUBA1C	-0.33
BMI1	-0.33
THAP11	-0.33
POLR3D	-0.33
STAT3	-0.33
LETM1	-0.33
HNRNPH1	-0.33
NSMCE1	-0.33
BOLA2B	-0.33
LDB2	-0.33
HNRNPF	-0.33
ZNF768	-0.33
HNRNPA3	-0.33
PA2G4	-0.33
HDAC3	-0.33
EXOSC10	-0.33
ZNF24	-0.33
HCFC1	-0.33
WASHC2C	-0.33
MRPL57	-0.33
MOB1B	-0.33
TOMM20	-0.33
UBXN2A	-0.33
RSRC1	-0.33
ZSCAN2	-0.33
ERN1	-0.33
GADD45GIP1	-0.33
H2AC6	-0.33
SCRIB	-0.33
NOP10	-0.33
MRPS16	-0.33
MTA1	-0.33
AP2A2	-0.33
DDX41	-0.33
SF3A3	-0.33
GPR132	-0.33
ZNF703	-0.33
UTY	-0.33
EIF3C	-0.33
H2AC20	-0.33
H2AC21	-0.33
H1-5	-0.33
SUMO3	-0.33
HSF1	-0.33
SP1	-0.33
BCAP31	-0.33
EIF4EBP1	-0.33
GTF2F2	-0.33
SUMO2	-0.33
SUPT5H	-0.33
LONP1	-0.33
HDAC2	-0.33
H2AC11	-0.33
H2AC7	-0.33
SULT1A2	-0.33
TRIM33	-0.33
ATG7	-0.33
RPS4X	-0.33
BAZ1A	-0.33
NCOA6	-0.33
CHML	-0.33
H2AC18	-0.33
RXRB	-0.33
PBX2	-0.33
SARNP	-0.33
EIF3CL	-0.33
NUP62	-0.33
DNAJC9	-0.33
PPP1CB	-0.33
SULT1A4	-0.33
HNRNPUL2	-0.33
DDX3X	-0.33
HBD	-0.33
NOL7	-0.33
NME1	-0.33
C4A	-0.33
HMBS	-0.33
SULT1A3	-0.33
GTF2I	-0.33
H2AC19	-0.33
H2AC15	-0.33
H2AC14	-0.33
H2AC16	-0.33
H2AC4	-0.33
MRM1	-0.33
H2AC17	-0.33
HECW1	-0.33
NDUFAF7	-0.33
ZNF195	-0.33
ST7L	-0.33
BAIAP3	-0.33
CRAMP1	-0.33
MMP25	-0.33
ZNF200	-0.33
MAMLD1	-0.33
RGPD5	-0.33
SLC45A4	-0.33
GABARAPL2	-0.33
METTL1	-0.33
CNTLN	-0.33
GEMIN8	-0.33
C12orf4	-0.33
PLEKHA5	-0.33
CYFIP2	-0.33
CALCRL	-0.33
KDM4A	-0.33
PFKP	-0.33
ZFY	-0.33
CLEC2D	-0.33
TESK2	-0.33
VASH1	-0.33
ADGRL1	-0.33
TRNT1	-0.33
EVC	-0.33
PPP2R3A	-0.33
CLASP1	-0.33
USP33	-0.33
MRPL22	-0.33
GEMIN5	-0.33
AGBL5	-0.33
MAP3K4	-0.33
USP40	-0.33
GNAS	-0.33
FKBP1A	-0.33
SLC4A11	-0.33
TMEM230	-0.33
NECAP1	-0.33
PDPR	-0.33
SPAG7	-0.33
SEMA4G	-0.33
NUBP2	-0.33
ZNF184	-0.33
KCNK6	-0.33
BCL7C	-0.33
GRK3	-0.33
PLA2G3	-0.33
SRRD	-0.33
SNU13	-0.33
DEPDC5	-0.33
TSPO	-0.33
RPL3	-0.33
TRMU	-0.33
ABHD4	-0.33
SUSD6	-0.33
PAPLN	-0.33
NFATC4	-0.33
GINS1	-0.33
NINL	-0.33
SIRPB1	-0.33
TTI1	-0.33
CEP192	-0.33
DGKH	-0.33
LONP2	-0.33
CCL17	-0.33
SETD6	-0.33
KNOP1	-0.33
DTWD1	-0.33
INTS10	-0.33
ERI1	-0.33
OAZ1	-0.33
OLFM2	-0.33
SYDE1	-0.33
AKT2	-0.33
SIGLEC8	-0.33
MIER2	-0.33
PLEKHA4	-0.33
RASA4	-0.33
CPED1	-0.33
FKBP14	-0.33
ZKSCAN1	-0.33
ZNHIT1	-0.33
CEP41	-0.33
TGFBR1	-0.33
PIP5K1B	-0.33
PTGDS	-0.33
PPP3CB	-0.33
FBXL20	-0.33
DHX40	-0.33
RASD1	-0.33
USP46	-0.33
FAM149A	-0.33
HSPA8	-0.33
ATG2A	-0.33
COMMD9	-0.33
RPS13	-0.33
GLI1	-0.33
MAGOHB	-0.33
GPN3	-0.33
VPS29	-0.33
GTF2H3	-0.33
SLC38A1	-0.33
GNB3	-0.33
USP5	-0.33
COL12A1	-0.33
DSE	-0.33
CEP85L	-0.33
SASH1	-0.33
CCNC	-0.33
HECA	-0.33
TENT5A	-0.33
PCDHB15	-0.33
GNPDA1	-0.33
SNX4	-0.33
PLXNA1	-0.33
COMMD2	-0.33
TFCP2L1	-0.33
TTC31	-0.33
UXS1	-0.33
RND3	-0.33
THADA	-0.33
LRRC42	-0.33
ICMT	-0.33
C1orf21	-0.33
ZNHIT6	-0.33
MAN1C1	-0.33
USP35	-0.33
CCNI	-0.33
YLPM1	-0.33
NRDE2	-0.33
COQ6	-0.33
ATAD2B	-0.33
FKBP1B	-0.33
PCDHB10	-0.33
CENPL	-0.33
HSPH1	-0.33
KBTBD7	-0.33
EXOSC8	-0.33
RNF170	-0.33
CRISPLD1	-0.33
TRMT1L	-0.33
ZSCAN20	-0.33
KIAA1549	-0.33
RASSF8	-0.33
BAZ2B	-0.33
STX16	-0.33
AHNAK	-0.33
SH2D3A	-0.33
PCID2	-0.33
RRAS	-0.33
FAM78A	-0.33
TRAF2	-0.33
RAB3IP	-0.33
PTPRB	-0.33
SEM1	-0.33
SRD5A3	-0.33
LIF	-0.33
PSMG2	-0.33
CCDC32	-0.33
VPS13C	-0.33
PHF20L1	-0.33
PUS7L	-0.33
SIGLEC9	-0.33
ABHD17A	-0.33
LSM7	-0.33
PNPLA7	-0.33
OSBPL2	-0.33
GMFG	-0.33
MED18	-0.33
ZNF227	-0.33
TRAF3	-0.33
TBC1D5	-0.33
PDLIM4	-0.33
VPS25	-0.33
PPFIA1	-0.33
THOC6	-0.33
MRPL35	-0.33
CARD6	-0.33
TMEM128	-0.33
SLC41A1	-0.33
COG6	-0.33
BEX2	-0.33
PDZD2	-0.33
SLC2A11	-0.33
C12orf29	-0.33
AMPD3	-0.33
CTIF	-0.33
IRAK2	-0.33
BHLHE40	-0.33
VAV3	-0.33
FHOD3	-0.33
CARS2	-0.33
KLB	-0.33
ZC3H10	-0.33
FBXL8	-0.33
ABCB10	-0.33
NTPCR	-0.33
DDX56	-0.33
TTYH3	-0.33
IREB2	-0.33
ALPK3	-0.33
VEZF1	-0.33
GATA4	-0.33
SLC2A8	-0.33
PDCL	-0.33
ARHGEF39	-0.33
ZSCAN9	-0.33
PIM1	-0.33
TMEM63B	-0.33
SLCO2B1	-0.33
TMPRSS4	-0.33
ITGA11	-0.33
RTCA	-0.33
TRIM54	-0.33
SEMA7A	-0.33
FAM13A	-0.33
ZGRF1	-0.33
WDR89	-0.33
MFAP1	-0.33
COMMD4	-0.33
DNAJA4	-0.33
PCSK6	-0.33
KIFC3	-0.33
ADAMTS18	-0.33
TIGD7	-0.33
SSH2	-0.33
C18orf21	-0.33
ZCCHC2	-0.33
RETREG3	-0.33
PLPP2	-0.33
IFITM3	-0.33
RERE	-0.33
USP21	-0.33
ABL2	-0.33
ENSA	-0.33
ADAM15	-0.33
ETAA1	-0.33
MALL	-0.33
IQSEC1	-0.33
MYH15	-0.33
RABL3	-0.33
SLC26A1	-0.33
SCD5	-0.33
MARCHF1	-0.33
IQGAP2	-0.33
CXCL14	-0.33
C1QTNF2	-0.33
GFOD1	-0.33
CCZ1B	-0.33
MFHAS1	-0.33
LRP12	-0.33
MAL2	-0.33
VLDLR	-0.33
ZCCHC7	-0.33
REXO4	-0.33
SLC25A25	-0.33
PAXX	-0.33
MINDY3	-0.33
CCDC82	-0.33
CAPN5	-0.33
GLB1L2	-0.33
CNBD2	-0.33
MKX	-0.33
ARID5B	-0.33
TMCO3	-0.33
TMEM86A	-0.33
C12orf45	-0.33
SERP2	-0.33
TDO2	-0.33
DST	-0.33
CWF19L2	-0.33
MARVELD2	-0.33
ADGRA3	-0.33
AHCTF1	-0.33
NR4A2	-0.33
PTPRD	-0.33
ABCA9	-0.33
FGD5	-0.33
CARNMT1	-0.33
SH3RF2	-0.33
MED19	-0.33
GALK2	-0.33
EIF4A2	-0.33
ODR4	-0.33
SUSD3	-0.33
EXTL1	-0.33
CD1E	-0.33
ELK4	-0.33
ZNF276	-0.33
DMTN	-0.33
ADAMTS4	-0.33
PRAC1	-0.33
CELF3	-0.33
STARD9	-0.33
CCDC117	-0.33
MGAT4B	-0.33
AP2M1	-0.33
ZNF75A	-0.33
UBXN10	-0.33
MEGF6	-0.33
SLC30A7	-0.33
NLRP3	-0.33
SLAMF9	-0.33
LRATD1	-0.33
SMC6	-0.33
SLC16A14	-0.33
BOLA3	-0.33
GNPDA2	-0.33
NIPAL1	-0.33
CHCHD4	-0.33
SMIM14	-0.33
ABHD6	-0.33
IL17RE	-0.33
CRELD1	-0.33
ZNF513	-0.33
DTX3L	-0.33
TASOR	-0.33
ARHGEF3	-0.33
PIGX	-0.33
ERMAP	-0.33
GUCY1A1	-0.33
GASK1B	-0.33
ICE1	-0.33
CCDC112	-0.33
ANKRD55	-0.33
ZNF704	-0.33
TMEM71	-0.33
HDX	-0.33
GTF2A1	-0.33
PHYHIPL	-0.33
TCP11L2	-0.33
ZFYVE19	-0.33
MOGAT2	-0.33
TMEM41B	-0.33
TK2	-0.33
TMEM135	-0.33
CNPY4	-0.33
TRUB2	-0.33
CERCAM	-0.33
ZNF226	-0.33
ZNF668	-0.33
ZNF646	-0.33
AXL	-0.33
IGFBP6	-0.33
TMEM68	-0.33
ULK4	-0.33
VASN	-0.33
KCTD6	-0.33
MFSD2A	-0.33
SCNN1B	-0.33
ZSWIM1	-0.33
ATF5	-0.33
PGM2	-0.33
SLC33A1	-0.33
GJB1	-0.33
AGPAT2	-0.33
RFNG	-0.33
PCDH7	-0.33
REPS2	-0.33
SLC30A1	-0.33
NPAS2	-0.33
HSD17B13	-0.33
PFKFB3	-0.33
HSPA4	-0.33
ACYP2	-0.33
C9orf16	-0.33
LRRC8C	-0.33
SPATA5L1	-0.33
NEGR1	-0.33
MCRIP2	-0.33
SLFN11	-0.33
HECTD4	-0.33
MTX1	-0.33
C1QTNF1	-0.33
KLHL15	-0.33
LEMD3	-0.33
CYB561D1	-0.33
TNK1	-0.33
CMKLR1	-0.33
P2RY14	-0.33
DDIT3	-0.33
CLCF1	-0.33
ORAI3	-0.33
KLHL38	-0.33
DENND2C	-0.33
MBLAC2	-0.33
UFSP1	-0.33
SPHK1	-0.33
SMIM19	-0.33
RTTN	-0.33
GJC3	-0.33
MYO1D	-0.33
FUT2	-0.33
SMCR8	-0.33
ZDHHC13	-0.33
GATD1	-0.33
HIC1	-0.33
PCDHB9	-0.33
KLHL11	-0.33
EGR3	-0.33
ALX1	-0.33
CAPS2	-0.33
MRPL14	-0.33
WASHC1	-0.33
CCDC149	-0.33
KCNIP1	-0.33
TSEN54	-0.33
CYB5D1	-0.33
PRAMEF8	-0.33
TRAPPC6B	-0.33
MFSD5	-0.33
CSF1R	-0.33
SPNS2	-0.33
RGPD6	-0.33
AFMID	-0.33
ARHGEF37	-0.33
PTGDR2	-0.33
SMDT1	-0.33
CBX6	-0.33
NIPSNAP1	-0.33
PRKD1	-0.33
CCR10	-0.33
FAM110C	-0.33
AP3M1	-0.33
IFITM2	-0.33
IL3RA	-0.33
RGPD2	-0.33
FAAP100	-0.33
PTCH1	-0.33
LRCH3	-0.33
CDIN1	-0.33
BCL9L	-0.33
SMIM29	-0.33
ZNF397	-0.33
PTRH1	-0.33
RPS19BP1	-0.33
MAGEH1	-0.33
RGPD1	-0.33
ZFP69B	-0.33
INSC	-0.33
DPYD	-0.33
PTAR1	-0.33
NOXA1	-0.33
TRMT2B	-0.33
ZNF292	-0.33
FAM47E	-0.33
ZNF79	-0.33
GREB1	-0.33
PPP1R26	-0.33
ARMCX4	-0.33
BORCS6	-0.33
UGT2B15	-0.33
RABL6	-0.33
COL27A1	-0.33
ZNF470	-0.33
ARRDC1	-0.33
ZNF860	-0.33
HTT	-0.33
ZNF624	-0.33
TXNRD3	-0.33
MCMBP	-0.33
NOL8	-0.33
IRAK4	-0.33
ENTPD7	-0.33
MAK16	-0.33
FKBP1C	-0.33
NUDT16	-0.33
TOGARAM1	-0.33
OR10R2	-0.33
ZDBF2	-0.33
PRRC2A	-0.33
PRAMEF7	-0.33
TBC1D8	-0.33
AKT1S1	-0.33
RGL3	-0.33
GIMAP1	-0.33
ARHGAP19	-0.33
PVRIG	-0.33
ITGA1	-0.33
ARL16	-0.33
ZNF727	-0.33
ZNF407	-0.33
ZGLP1	-0.33
FAM243A	-0.33
MKRN2OS	-0.33
DHFR	-0.33
CTXN2	-0.33
ZNF736	-0.33
EGFL8	-0.33
EIF4EBP3	-0.33
TMEM199	-0.33
ZNF674	-0.33
RGS21	-0.33
C1orf210	-0.33
PCDHGB7	-0.33
AP5B1	-0.33
PINX1	-0.33
AC006538.2	-0.33
BIVM-ERCC5	-0.33
DOC2B	-0.33
NOL12	-0.33
AC004922.1	-0.33
AL358113.1	-0.33
AL162417.1	-0.33
AC126283.1	-0.33
AL133500.1	-0.33
DPM1	-0.66
GCLC	-0.66
NIPAL3	-0.66
ENPP4	-0.66
BAD	-0.66
KLHL13	-0.66
RBM5	-0.66
PLXND1	-0.66
AK2	-0.66
VPS50	-0.66
NDUFAB1	-0.66
HCCS	-0.66
DVL2	-0.66
SLC25A5	-0.66
SPPL2B	-0.66
FAM214B	-0.66
GCFC2	-0.66
REX1BD	-0.66
ZNF263	-0.66
CX3CL1	-0.66
MAP3K9	-0.66
GGCT	-0.66
VPS41	-0.66
ELAC2	-0.66
TRAPPC6A	-0.66
RPUSD1	-0.66
JARID2	-0.66
PKD1	-0.66
RHOBTB2	-0.66
HEATR5B	-0.66
UBE3C	-0.66
VTA1	-0.66
RANBP9	-0.66
EEF1AKNMT	-0.66
FUZ	-0.66
FYN	-0.66
ELOA	-0.66
APBA3	-0.66
UTP18	-0.66
LARS2	-0.66
TMEM159	-0.66
MBTPS2	-0.66
EXTL3	-0.66
CALCOCO1	-0.66
PSMC4	-0.66
NUB1	-0.66
CLK1	-0.66
RNF14	-0.66
SLC30A9	-0.66
ISL1	-0.66
SPAST	-0.66
OSBPL5	-0.66
RNF10	-0.66
STRAP	-0.66
UBR2	-0.66
KCNG1	-0.66
BTN3A1	-0.66
PRKCH	-0.66
VEZT	-0.66
IKZF2	-0.66
CHPF2	-0.66
USP2	-0.66
TUBG2	-0.66
RPL26L1	-0.66
FBXO42	-0.66
MFAP3	-0.66
PHF23	-0.66
TDP1	-0.66
TRIT1	-0.66
CTNNA1	-0.66
EPHA3	-0.66
YTHDC2	-0.66
POLR2B	-0.66
ZNF800	-0.66
CLPTM1L	-0.66
PPP1R3F	-0.66
PTCD2	-0.66
DKK3	-0.66
HERPUD1	-0.66
PIK3CB	-0.66
HEBP2	-0.66
USE1	-0.66
AP5M1	-0.66
TRAPPC3	-0.66
PHPT1	-0.66
KIF1B	-0.66
GALC	-0.66
FAM114A2	-0.66
TAB2	-0.66
PUM2	-0.66
TRAF3IP2	-0.66
DCBLD2	-0.66
PRDM1	-0.66
CDK14	-0.66
YIPF1	-0.66
FLYWCH1	-0.66
CTDP1	-0.66
YBX3	-0.66
PTPRU	-0.66
LZTS1	-0.66
SFSWAP	-0.66
TNK2	-0.66
GPBP1	-0.66
BICRA	-0.66
HAGH	-0.66
ST3GAL6	-0.66
TNPO3	-0.66
RFXANK	-0.66
SLC12A2	-0.66
FAR2	-0.66
PKN2	-0.66
TRAM2	-0.66
ERBB3	-0.66
ADAT1	-0.66
CYB5R4	-0.66
GSTO2	-0.66
TBC1D1	-0.66
PPP2R5A	-0.66
LRRC40	-0.66
FECH	-0.66
MYO9A	-0.66
IDI1	-0.66
TRAM1	-0.66
STOML1	-0.66
DHX29	-0.66
RRP15	-0.66
PDK3	-0.66
RASSF1	-0.66
IFI35	-0.66
LAPTM4A	-0.66
IP6K2	-0.66
SRBD1	-0.66
PSME4	-0.66
MAPK6	-0.66
PTPN3	-0.66
DAPP1	-0.66
SMG6	-0.66
FSTL3	-0.66
GBA2	-0.66
PTPN21	-0.66
RPL31	-0.66
BUD23	-0.66
PDCD2	-0.66
RHOBTB1	-0.66
HSD17B10	-0.66
ACAP1	-0.66
PDE8A	-0.66
FRY	-0.66
NOTCH3	-0.66
NTN4	-0.66
MYDGF	-0.66
TUBE1	-0.66
ARHGEF10L	-0.66
TMEM131	-0.66
RBMS2	-0.66
KLHL20	-0.66
SPAG5	-0.66
GPATCH1	-0.66
TM9SF3	-0.66
DNAJC10	-0.66
NEBL	-0.66
N4BP2	-0.66
PKD2L2	-0.66
MKNK1	-0.66
CDC14A	-0.66
CIC	-0.66
FDFT1	-0.66
KEAP1	-0.66
SLC35C2	-0.66
RAB21	-0.66
CNOT4	-0.66
CLDND1	-0.66
RSBN1	-0.66
STRADB	-0.66
ITGB5	-0.66
ERC1	-0.66
RNF13	-0.66
PALB2	-0.66
BCKDHB	-0.66
DIS3	-0.66
TDRD3	-0.66
CYLD	-0.66
ZMPSTE24	-0.66
NOA1	-0.66
WBP11	-0.66
RAB10	-0.66
HADHA	-0.66
MYNN	-0.66
WDR47	-0.66
WDFY1	-0.66
MTIF2	-0.66
ORC1	-0.66
POMGNT1	-0.66
RAD54L	-0.66
DIMT1	-0.66
EIF2AK1	-0.66
TMED2	-0.66
ALG9	-0.66
TRIP6	-0.66
PIGS	-0.66
SH3BP2	-0.66
TXNDC16	-0.66
GMCL1	-0.66
DNM1L	-0.66
ERGIC2	-0.66
PIR	-0.66
EDEM2	-0.66
KIF9	-0.66
PPP1R13B	-0.66
SMOX	-0.66
ZNF343	-0.66
LZTS3	-0.66
RBBP9	-0.66
KIF16B	-0.66
BRAP	-0.66
HEPH	-0.66
DHX32	-0.66
PDCD7	-0.66
SPG21	-0.66
P3H2	-0.66
ZNF268	-0.66
USP48	-0.66
KIF4A	-0.66
TNRC6A	-0.66
LAMB4	-0.66
ALKBH5	-0.66
PSME1	-0.66
SEMA6A	-0.66
RFFL	-0.66
AAAS	-0.66
FMO2	-0.66
MSH2	-0.66
HOOK2	-0.66
ARCN1	-0.66
MRPS18A	-0.66
JAK2	-0.66
PCSK5	-0.66
SCD	-0.66
ABLIM1	-0.66
NRP1	-0.66
MYO9B	-0.66
HSD3B7	-0.66
ATP5F1D	-0.66
GADD45B	-0.66
MED15	-0.66
CECR2	-0.66
TBC1D10A	-0.66
SEC14L2	-0.66
PRODH	-0.66
PPM1F	-0.66
CYTH4	-0.66
MFNG	-0.66
PATZ1	-0.66
GCAT	-0.66
MICALL1	-0.66
CYB5R3	-0.66
LMF2	-0.66
ZMAT5	-0.66
ASCC2	-0.66
SGSM3	-0.66
POLR3H	-0.66
DESI1	-0.66
ZBED4	-0.66
AP4S1	-0.66
PSMC6	-0.66
PSMA3	-0.66
VTI1B	-0.66
TIMM9	-0.66
RIN3	-0.66
ALKBH1	-0.66
PPM1A	-0.66
SLC10A1	-0.66
TELO2	-0.66
SRP54	-0.66
PRORP	-0.66
RABGGTA	-0.66
UQCC1	-0.66
DNAJC5	-0.66
PSMA7	-0.66
GID8	-0.66
RNF24	-0.66
ARFRP1	-0.66
CDS2	-0.66
TM9SF4	-0.66
PXMP4	-0.66
ACTR5	-0.66
AHCY	-0.66
PPP1R16B	-0.66
RBFA	-0.66
USP14	-0.66
VAPA	-0.66
METTL4	-0.66
ANKRD12	-0.66
MIB1	-0.66
TBL1X	-0.66
XIAP	-0.66
PLS3	-0.66
SLC35A2	-0.66
TAZ	-0.66
PGK1	-0.66
CDK16	-0.66
MAGED2	-0.66
ZDHHC15	-0.66
RUBCNL	-0.66
KLF5	-0.66
SLC25A15	-0.66
KPNA3	-0.66
CLN5	-0.66
ELMO3	-0.66
N4BP1	-0.66
ARL2BP	-0.66
ACD	-0.66
CYB5B	-0.66
SLC38A7	-0.66
SLC7A6OS	-0.66
WDR59	-0.66
CMC2	-0.66
AXIN1	-0.66
NAGPA	-0.66
CRISPLD2	-0.66
TSC2	-0.66
NOMO3	-0.66
ANTKMT	-0.66
SLC7A5	-0.66
METRN	-0.66
GSPT1	-0.66
ZNF174	-0.66
EARS2	-0.66
ELOB	-0.66
XYLT1	-0.66
NOMO1	-0.66
CCP110	-0.66
RAB11A	-0.66
RPAP1	-0.66
ATP8B4	-0.66
BMF	-0.66
SPG11	-0.66
BLOC1S6	-0.66
TRIM35	-0.66
ZFAND1	-0.66
FZD3	-0.66
RAB2A	-0.66
ZC2HC1A	-0.66
SNX16	-0.66
PPP2CB	-0.66
ERICH1	-0.66
SARS2	-0.66
PPP1R13L	-0.66
CCDC130	-0.66
MED25	-0.66
C19orf53	-0.66
VRK3	-0.66
ILVBL	-0.66
POP4	-0.66
CACTIN	-0.66
FZR1	-0.66
MRPL4	-0.66
BABAM1	-0.66
NAPA	-0.66
MEGF8	-0.66
KDELR1	-0.66
LIG1	-0.66
TNPO2	-0.66
WDR83OS	-0.66
PIK3R2	-0.66
HPN	-0.66
ZNF85	-0.66
AVL9	-0.66
PMPCB	-0.66
DNAJC2	-0.66
POLR1F	-0.66
HBP1	-0.66
MTPN	-0.66
ZC3HAV1	-0.66
LMBR1	-0.66
HOXA6	-0.66
BRAT1	-0.66
ABHD11	-0.66
CASP2	-0.66
CHCHD2	-0.66
PDAP1	-0.66
EIF3B	-0.66
RPA3	-0.66
GIMAP2	-0.66
URGCP	-0.66
GCK	-0.66
YKT6	-0.66
EIF4H	-0.66
